,Market Name,Address Line 1,City,Zip,Contact,State,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude
468,"Learn it, Grow it, Eat it  GrowNYC Farm Stand",E. 169th St. and Boston Rd.,Bronx,10456.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Wednesday  10am-3pm,July 15-November 26,M,Y,Y,N,Y,40.83121,-73.90021999999999
469,South End Healthy Farmers' Market,20 Warren Street,Albany,12202.0,Tom McPheeters,NY,5184519849,http://www.avillageworks.org/south-end-healthy-market.html,Thursday 3pm-7pm,May 27-October 29,M,Y,Y,N,Y,42.64326,-73.7599
470,Perfectly Blended Farm Farm Stand,3819 Riceville Rd,Machias,14101.0,Melissa Keller,NY,7162580645,http://www.perfectlyblendedfarm.com,"Friday 5pm-8pm, Sat/Sun 10am-2pm",May 2-October 17,P/M,Y,N,N,Y,42.43378,-78.51895999999999
471,Dragonfly Hill Farm Farm Stand,3984 Austin Rd,Moravia,13118.0,Rebecca Davis,NY,3155188163,,Daily 9am-5pm,Year-round,YR,Y,N,N,Y,42.6992,-76.47731999999999
472,Curbside Market-Charlotte Harbortower I,4575 Lake Avenue,Rochester,14612.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 2:30pm-3:45pm,July 10-December 18,M/X,Y,Y,N,Y,43.25492,-77.61411
473,Black Horse Farms Farm Stand,10094 Rte 9W,Athens,12015.0,Chellie Apa,NY,5187318776,http://www.blackhorsefarms.com,Daily  8am-6pm,March 20-December 24,W/P/M/X,Y,Y,N,Y,42.306340000000006,-73.85043
474,Saratoga Nemer Farmers' Market,617 Maple Ave Route 9,Saratoga Springs,12866.0,Linda Gifford,NY,5187920198,,Monday 10am-1pm,June 15-October 26,M,Y,N,N,Y,43.11797,-73.7695
475,Spencer-Van Etten Farmers' Market,Owego Street Ext and N Main St,Spencer,14883.0,Stephanie Hafl,NY,6075897496,http://www.facebook.com/SpencerVanEttenFarmersMarket/,Saturday  9am-12:30pm,June 6-October 1,M,Y,N,N,Y,42.21138,-76.49266999999999
476,The Garden at St. Francis Farm Stand,1692 Bellmore Ave,North Bellmore,11710.0,Chris McCabe,NY,5165906718,http://www.stfrancisbellmore.org/the-garden,Sunday  11am-2pm,July 26-October 25,M,Y,N,N,Y,40.68156,-73.53528
477,Bronx Borough Hall Greenmarket,901 Grand Concourse,Bronx,10451.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Tuesday  8am-4pm,June 2-November 24,M,Y,Y,N,Y,40.82715,-73.92276
478,Veggie Van MM-Baker Victory,790 Ridge Road,Lackawanna,14218.0,Jen Regan,NY,7162990905,http://www.cceniagaracounty.org,Wednesday 10am-11am,June 1-October 31,M,Y,Y,N,Y,42.82598,-78.82226999999999
479,Holland Farmers' Market,25 North Main St.,Holland,14080.0,Marg Wnek,NY,7165379590,http://www.thehollandmkt.com,Sunday  8:30am-1pm,May 3-October 25,P/M,Y,N,N,Y,42.641490000000005,-78.54248
480,Amenia WINTER Farmers' Market,4988 New York 22,Amenia,12501.0,Sophie Purdy Meili,NY,4133297389,http://www.ameniafarmersmarket.com,"Saturday  10am-2pm, 1st & 3rd Saturday  Jan-Apr",November-April,M/X/W/P,N,Y,N,Y,41.851397,-73.55494300000001
481,Harvest Home N Central Bronx Farmers' Market,Jerome Ave and East Mosholu Pkwy North,Bronx,10467.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Wednesday  8am-4pm,June 17-November 25,M,Y,Y,N,Y,40.88046,-73.88385
482,Curbside Market-Dunn Towers,100 Dunn Tower Drive,Rochester,14606.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Mon 10:30am-11:45am,July 6-December 14,M/X,Y,Y,N,Y,43.16924,-77.69726999999999
483,Niagara Falls City Friday Market,1800-1808 Pine Ave,Niagara Falls,14301.0,Victor Muto,NY,7167540798,http://www.local-farmers-markets.com/market/3569/niagara-falls/niagara-falls-city-market,Friday  9am-3pm,Year-round,YR,Y,N,N,Y,43.09513,-79.03971999999999
484,Cedarmore Farmers Market-Baldwin LIRR,Lot #BA12 Sunrise Hwy,Baldwin,115510.0,Debra Wheat-Williams,NY,5163783415,http://www.freeportfarmersmarket.org/,Sat 11:30am-3:30pm,July 11-October 31,M,Y,Y,N,Y,40.6566,-73.6221
485,JCEO MM-Riverside Haven Apartments,50 Catherine St.,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Thursday 10am-11:15am,June 11-October 15,M,Y,Y,N,Y,44.84783,-74.29156
486,New Roots Community Farm Stand,670 Grand Concourse,Bronx,10451.0,Sheryll Durrant,NY,2123774747,,Tuesday  3pm-7pm,July 7-October 27,M,Y,N,N,Y,40.82172,-73.92524
487,Grove Park Farm Stand,Walnut Ave and West 4th St,Elmira,14901.0,Matthew Glenn,NY,6075464535,https://www.facebook.com/GroveParkFarmersMarket,Monday  3pm-6pm,June 1-October 26,M,N,N,N,Y,42.09212,-76.82014000000001
488,Islip Farmers' Market,655 Main Street,Islip,11751.0,Ethel Terry,NY,6313233653,http://www.longislandgrowersmarket.com,Saturday 7am-12pm,June 6-November 28,M,Y,N,N,Y,40.72975,-73.21077
489,Boonville Farmers' Market,"Erwin Park parking lot, Route 12",Boonville,13309.0,Michelle Bartelotte,NY,3159425112,http://boonvillechamber.com,Thur 12:30pm-5:30pm,June 11-October 1,M,Y,N,N,Y,43.48178,-75.34404
490,Brooklyn Grange Farm Stand @ LIC,37-18 Northern Blvd.,Long Island City,11101.0,Ben Flanner,NY,6082150218,http://www.brooklyngrangefarm.com,Saturday  10am-4pm,May 16-October 31,P/M,Y,Y,N,Y,40.75201,-73.92583
491,Dykeman Farm Farm Stand,31 Dykeman Lane,Pawling,12564.0,Beth Dykeman,NY,8458326068,http://www.dykemanfarm.com,Daily  9am-6pm,July 1-October 31,M,Y,N,N,Y,41.627390000000005,-73.60795
492,Whitten Family Farm Stand-The Hub,320 Park Street,Tupper Lake,12986.0,Cherie Whitten,NY,3153595112,http://www.whittenfamilyfarm.com,Wed/Thu/Fri/Sat/Sun 11am-5pm,June 21-November 21,P/M,Y,N,N,Y,44.22528,-74.44821
493,Dag Hammarskjold Plaza Greenmarket,East 47th St and Second Ave,New York,10017.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/dag-hammarskjold,Wednesday  8am-4pm,Year-round,YR,Y,Y,N,Y,40.75298,-73.96989
494,Delaware Community Farmers' Market,331 Delaware Ave,Albany,12209.0,Louise McNeilly,NY,5184341730,http://www.facebook.com/DelawareAreaNeighborhoodAssociation,"Tuesdays  4pm-7pm, Oct-Nov 3pm-6pm",June 23-November 17,M,Y,Y,N,Y,42.64305,-73.77824
495,Jim Dooley Center Farm Stand,196 North St,Geneva,14456.0,Kathy Ryrko,NY,3157874190,,Monday 3pm-6pm,July 8-September 28,M,Y,N,N,Y,42.87573,-76.9877
496,Owen Orchards Farm Stand,8174 Grant Ave.,Weedsport,13166.0,Gordon Tripp,NY,3152524097,http://www.owenorchard.com,"Mon-Sat  9am-7pm, Sunday  9am-6pm","Aug 1-March 30, 2021",M/X/W,Y,Y,N,Y,43.01314,-76.50749
497,Alfred Farmers' Market,3 South Main Street,Alfred,14802.0,Mary Gardner-Ruch,NY,6075879244,http://www.alfredfarmersmarket.com,Sunday  11am-3pm,June 14-October 24,M,Y,Y,N,Y,42.25359,-77.79035999999999
498,The Windmill Farmers' Market,3900 State Route 14A,Penn Yan,14527.0,Stephen D. Wilson,NY,3155363032,http://www.thewindmill.com,Saturday  8am-4:30pm,May 23-November 28,P/M,Y,N,N,Y,42.57687,-77.03609
499,Malone Farmers' Market,27 Airport Road,Malone,12953.0,Dick Crawford,NY,5185634777,http://www.adirondackfarmersmarket.com,Wed  12pm-4:30pm,May 27-October 7,P/M,Y,N,N,Y,44.84733,-74.32773
500,Rock Hill Farmers' Market,223 Rock Hill Drive,Rock Hill,12775.0,Melinda Meddaugh,NY,8453970376,http://www.rockhillfarmersmarket.com,Saturday  10am-1pm,June 6-September 26,M,Y,N,N,Y,41.62515,-74.59634
501,Plattsburgh Farmers' and Craft Sat Market,Broad St and Durkee St,Plattsburgh,12901.0,Julie Baughn,NY,5188027164,http://www.facebook.com/pages/Plattsburgh-Farmers-and-Crafters-Market/121588034547095,Saturday  9am-2pm,May 30-October 31,P/M,Y,Y,N,Y,44.69535,-73.45226
502,Cooperstown Tuesday Farmers' Market,101 Main Street,Cooperstown,13326.0,Ellen Pope,NY,6075478881,http://www.cooperstownfarmersmarket.org,Tuesday 3pm-7pm,June-September,M,Y,Y,N,Y,42.70063,-74.92524
503,Kennedy Plaza Long Beach Farmers' Market-Sat,1 West Chester St,Long Beach,11561.0,Bernadette Martin,NY,5165643485,http://www.ligreenmarket.org,Saturday 9am-2pm,June 17-November 25,P/M,Y,N,N,Y,40.58943,-73.66592
504,Port Washington Organic Farmers' Market,347 Main St.,Port Washington,11050.0,Patti Wood,NY,5168830887,http://www.grassrootsinfo.org,Saturday  8am-12pm,June 13-November 21,M,Y,N,N,Y,40.83153,-73.7019
505,TFFJ Fresh Farm Market-Brooklyn,85 Watkins St,Brooklyn,11212.0,Katherine Soll,NY,9292411029,http://www.teensforjustice.org,Tuesday 2:30pm-5pm,Year-Round,YR,N,Y,N,Y,40.67083,-73.90815
506,Lima Presbyterian Church Farmers' Market,7295 W. Main St.,Lima,14485.0,Suzanne Muehleisen,NY,5857529238,http://limafarmmarket.com/,Tuesday  3pm-6pm,June 23-October 27,M,Y,N,N,Y,42.904959999999996,-77.61175
507,Veggie Van MM-Lackawana,230 Martin Rd,Lackawana,14218.0,Jen Regan,NY,7162990905,http://cceniagaracounty.org/communities/creating-healthy-schools-communities/creating-healthy-communities/veggie-van,Wed 11:30am-12:30pm,June 1-October 31,M,Y,Y,N,Y,42.81641,-78.8161
508,Seven Counties Farmers' Market-Tues,Main St and Central Ave,Owego,13827.0,John Purdy,NY,6076428439,,Tuesday  9am-1pm,June-October,M,Y,N,N,Y,42.10324,-76.26314
509,Ballston Spa Saturday Farmers' Market,Front St and Low St,Ballston Spa,12020.0,Ellen Mottola,NY,5188852772,http://www.ballston.org,Saturday  9am-12pm,June 20-September 26,M,Y,N,N,Y,43.002559999999995,-73.84964000000001
510,Keene Farmers' Market,2253 State Route 73,Keene Valley,12943.0,Dan Rivera,NY,5185634777,http://www.adirondackfarmersmarket.com,Sunday  9:30am-2pm,May 31-October 11,M,Y,N,N,Y,44.22067,-73.78560999999999
511,Walton Farmers' Market,181 Delware Street,Walton,13856.0,Jeanne Darling,NY,6078656531,http://www.ccedelaware.org,Friday 10am-2pm,July 3-September 25,M,Y,N,N,Y,42.16855,-75.13157
512,Veggie Mobile Sprout-O'Neil Apts,2121 6th Ave.,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Wed 3:30pm-4:15pm,Year-round,YR,Y,Y,Y,Y,42.734359999999995,-73.68587
513,Curbside Market-GHA Elmcrest Apts,99 Lewis St.,Geneva,14456.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Fri 3:15pm-4:15pm,July 10-December 18,M/X,Y,Y,N,Y,42.870909999999995,-76.9846
514,Union Square Wednesday Greenmarket,Broadway and East 17th St,New York,10003.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/greenmarket,Wednesday  8am-6pm,Year-round,YR,Y,Y,N,Y,40.7371,-73.99032
515,Abers Acres Farm Stand,884 Rte. 394,Kennedy,14747.0,Sue Abers,NY,7162672431,http://www.abersacres.com,"Daily 9am-6:30pm, Nov-May 10am-5pm",Year-round,YR,Y,Y,N,Y,42.14495,-79.10996
516,Bulich Creekside Farm Farm Stand,1682 Route 23B,Leeds,12451.0,Ron Bulich,NY,5185885320,,Daily 10am-5pm,July 4-November 5,M,Y,N,N,Y,42.26297,-73.92541
517,Curbside Market-Winton Gardens Towers,2052 East Main St,Rochester,14609.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 10:45am-12:15pm,July 8-December 16,M/X,Y,Y,N,Y,43.160759999999996,-77.55556
518,MAWS Farm Stand,7342 Main Street,Newport,13416.0,Michael Skwara,NY,3159850088,http://www.mawsfarm.com,"Daily  9am-6pm, hours change Nov-Apr",Year-round,YR,Y,Y,N,Y,43.18096,-75.01054
519,Ithaca WINTER Farmers' Market,700 West Buffalo St.,Ithaca,14850.0,Becca Rimmel,NY,6072737109,http://www.ithacamarket.com,Saturday  10:30am-2pm,January 5-March 30,W,N,Y,N,Y,42.44097,-76.51093
520,Pakatakan Farmers' Market,46676 State Highway 30,Halcottville,12438.0,Georgianna Fairlie,NY,8452544290,http://roundbarnmarket.org,"Saturday  9am-1pm, hours change Oct 17",May 16-November 28,P/M,Y,N,N,Y,42.201029999999996,-74.59909
521,Syracuse Eastside Neighborhood Market,826 Euclid Ave,Syracuse,13210.0,Jake Losowski,NY,3154788634,https://westcottcc.org/syracuse-eastside-farmers-market/,Wednesday  2pm-6pm,June 1-November 1,M,Y,Y,N,Y,43.03662,-76.1192
522,Tucker Square Thursday Greenmarket,Columbus and West 66th St,New York,10023.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Thursday  8am-5pm,Year-round,YR,Y,Y,N,Y,40.77362,-73.98156
523,Veggie Mobile Sprout-Monument Square Apts,1st Street #1,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.captialroots.org,Tue 12:15pm-12:45pm,Year-round,YR,Y,Y,Y,Y,42.73123,-73.69261
524,Curbside Market-Beechwood Neighborhood,441 Parsells Ave,Rochester,14609.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Wed 1:30pm-2:30pm,July 8-December 16,M/X,Y,Y,N,Y,43.1658,-77.56665
525,Roberto Fred Farm Stand,10655 Temple Rd,Dunkirk,14048.0,Roberto Fred,NY,7163667200,,Daily  9am-6pm,June 1-November 30,M,Y,Y,N,Y,42.464201,-79.361694
526,Becken Farms Farm Stand,2585 Upper Mt. Rd,Sanborn,14132.0,Randy Becken,NY,7169904454,,Thur-Sat 10am-5pm,August 13-October 31,M,Y,N,N,Y,43.16823,-78.90518
527,Gillie Brook Farm Stand,6147 Gillie Brook Road,Memphis,13112.0,Robert Nogash,NY,3156723706,http://www.gilliefarms.com,Sun 10am-3pm,April 30-Feb 2021,P/M/X/W,Y,Y,N,Y,43.07172,-76.35375
528,Pleasantville WINTER Farmers' Market,40 Romer Ave,Pleasantville,10570.0,Steven Bates,NY,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,December 7-March 28,X/W,N,Y,N,Y,41.134501,-73.785274
529,Fort Greene Park Greenmarket,Washington Park and DeKalb Ave,Brooklyn,11205.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/brooklyn/fort-greene,Saturday  8am-3pm,Year-round,YR,Y,Y,N,Y,40.68962,-73.97313
530,Veggie Mobile-Kennedy Towers Apts,2100 6th Avenue,Troy,12180.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Thu 2:45pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.73495,-73.68493000000001
531,Parkchester Greenmarket,White Plains Rd & Westchester Avet,Bronx,10472.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket,Friday  8am-4pm,June 5-November 27,M,Y,Y,N,Y,40.83319,-73.86256999999999
532,Champlain Farmers' Market,Main Street,Champlain,12919.0,Janet McFetridge,NY,5182984152,http://www.vchamplain.com/,Saturday  9am-12pm,June 15-September 15,M,Y,N,N,Y,44.98721,-73.44960999999999
533,Lockport Community Farmers' Market,57 Canal Street,Lockport,14094.0,Jessica Dittly,NY,7164340212,http://www.lockportcommunitymarket.com,Saturday  9am-2pm,June 27-October 31,M,Y,Y,N,Y,43.1705,-78.694
534,Speculator Farmers & Crafters Farmers' Market,State Route 30 and Elliot Ln,Speculator,12164.0,Donna Benkovich,NY,5185484521,http://www.speculatorchamber.com,Thursday  2pm-5pm,June 25-September 17,M,Y,N,N,Y,43.496790000000004,-74.36073
535,Seeds in the Middle Farm Stand-Brownsville,213 Osborn St,Brooklyn,11212.0,Nancie Katz,NY,9176973745,http://seedsinthemiddle.org,Friday 2pm-5pm,Year-round,YR,Y,Y,N,Y,40.666990000000006,-73.90811
536,Canton Tuesday Farmers' Market,Main St and Park St,Canton,13617.0,Elizabeth Parson,NY,3156048133,https://www.facebook.com/CantonNYFarmersMarket/,Tuesday  9am-2pm,May 12-October 27,P/M,Y,Y,N,Y,44.59564,-75.16920999999999
537,Queens Botanical Garden Farmers' Market,Main St and Dahlia Ave,Flushing,11355.0,Miriam Haas,NY,9149234837,http://www.downtoearthmarkets.com,Friday  8:30am-4pm,June 12-November 27,M,Y,Y,N,Y,40.75186,-73.82636
538,East Hampton Farmers' Market,60 Spinner Lane,East Hampton,11937.0,Katherine Plumb,NY,6317259133,http://www.facebook.com/East-Hampton-Farmers-Market-177816025660504/,Friday  9am-1pm,June 5-September 11,P/M,Y,Y,N,Y,40.9779,-72.17645999999999
539,Curbside Market-The Hamilton Apts,185 Mount Hope Avenue,Rochester,14620.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat 11:45am-1pm,July 11-December 19,M/X,Y,Y,N,Y,43.14573,-77.61013
540,Whitehall Rt. 22 Farmers' Market,Skenesborugh Drive Canal Park,Whitehall,12887.0,Cyd Groff,NY,5186421653,http://www.facebook.com/Route-22-Farmers-Market-Salem-Granville-Whitehall-104950399561700/,Tuesday  1pm-4pm,June 9-October 20,M,Y,N,N,Y,43.55205,-73.40302
541,Saratoga Farmers' Market-Wednesday,3065 Route 50,Wilton,12866.0,Emily Meagher,NY,5187083698,http://www.saratogafarmersmarket.org,Wednesday 3pm-6pm,May 6-October 28,P/M,Y,Y,Y,Y,43.104690000000005,-73.74154
542,The Mall at Greece Ridge Sat Farmers' Market,271 Greece Ridge Center Drive,Rochester,14626.0,Melanie Fazio,NY,5852251140,http://www.themallatgreeceridge.com,Saturday  8am-3pm,June 6-October 31,M,Y,N,N,Y,43.20677,-77.69406
543,Riverdale Y Sunday Farmers' Market,649 W 237th St,Bronx,10463.0,Shira Silverman,NY,7188771270,http://www.riverdaley.org/community/Sunday-market,Sunday  9am-2pm,June 14-November 22,P/M,Y,N,N,Y,40.888442,-73.912784
544,Fable: From Farm to Table Farm Stand,1311 Kitchawan Road,Ossining,10562.0,Tom Deacon,NY,9148620205,http://www.fablefoods.com,Sat/Sun  10am-3pm,July 26-December 20,M/X,Y,N,N,Y,41.21059,-73.81496
545,Circle R Farm Market,13490 Roosevelt Highway,Waterport,14571.0,Laurie Gregori,NY,5856824435,http://www.facebook.com/CircleRFruitFarms/,Daily  9am-8pm,May 15-October 15,P/M,Y,N,N,Y,43.360490000000006,-78.24848
546,Lyons Falls Farmers' Market,6904 Laura St,Lyons Falls,13368.0,Amanda Jones,NY,6802225707,http://www.lyonsfallsalive.org,Tuesday  12pm-5pm,June 23-October 13,M,Y,N,N,Y,43.61458,-75.3562
547,Ticonderoga Area Farmers' Market,1114 Wicker Street,Ticonderoga,12883.0,Mathew Courtright,NY,5185856619,http://www.ticonderogany.com,Saturday  10am-1pm,July 11-September 26,M,Y,N,N,Y,43.85688,-73.43642
548,Salamanca Farmers Market,768 Broad St,Salamanca,14779.0,Rachael Ferguson,NY,7168608419,,Tuesday 11am-5pm,May 26-October 13,P/M,Y,N,N,Y,42.1593,-78.74484
549,JCEO MM-Alice Hyde Medical Center,135 Park St.,Malone,12953.0,Richard LaVigne,NY,5183194028,http://www.jceo.org,Wed  11:15am-2pm,June 12-October 14,M,Y,Y,N,Y,44.85654,-74.29186999999999
550,Bayberry Plaza Farmers' Market,7608 Oswego Rd,Liverpool,13090.0,Madison Cline,NY,3156521463,http://www.bayberryplaza.com,Wednesday  8am-2pm,May 6-October 31,P/M,Y,N,N,Y,43.13779,-76.22601999999999
551,Indian Creek Farm Farm Stand,1408 Trumansburg Rd,Ithaca,14850.0,Alice Brigance,NY,5044328696,http://www.indiancreekithaca.com,Daily 8am-8pm,June 1-November 15,M,Y,N,N,Y,42.4718,-76.54805999999999
552,Auburn Thu Farmers' Co-op Market,96 State Street,Auburn,13021.0,Mark Soper,NY,3157048609,http://www.auburnfarmerscoopmarketinc.com,Thu 7am-2pm,June 4-October 29,M,Y,Y,N,Y,42.93401,-76.57007
553,Gouverneur Health GrowNYC Farm Stand,227 Madison Street,New York,10002.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Thursday  9am-2pm,July 20-November 20,M,Y,Y,N,Y,40.71321,-73.98779
554,Curbside Market-James Dobson Apts,150 Van Auker Street,Rochester,14608.0,Andrea Cuzenz,NY,5854134069,http://www.foodlinkny.org,Sat 2:15pm-3:30pm,July 11-December 19,M/X,Y,Y,N,Y,43.14997,-77.62109
555,Virgil Farmers' Market,1266 State Route 392,Virgil,13045.0,Matt Hollenbeck,NY,6078356455,http://hollenbeckscidermill.com,Saturday  9am-1pm,June 20-October 10,M,Y,N,N,Y,42.51058,-76.19184
556,Lakewood Farmers' Market,Chautauqua Ave and East Summit St,Lakewood,14750.0,Mary Currie,NY,7167638557,https://www.facebook.com/lakewoodnyfarmersmarket/,Thursday  10am-2pm,June 18-September 3,M,Y,N,N,Y,42.10338,-79.32624
557,Miller's Farm Market,1685 Olean Portville Rd.,Olean,14760.0,Keith Miller,NY,7163722521,,Daily 9am-5pm,April-December,P/M/X,Y,Y,N,Y,42.071439,-78.39814
558,Ditmars Park GrowNYC Farm Stand,22-00 Steinway St.,Queens,11105.0,Siobahn Keys,NY,2127887476,https://www.grownyc.org/farmstands,Saturday  9:30am-2pm,July 18-November 20,M,Y,Y,N,Y,40.77165,-73.90699000000001
559,Brady Farm Farm Stand,150 Ford Ave,Syracuse,13207.0,Jessi Lyons,NY,3154204521,http://www.bradyfarm.org,Saturday 9am-12pm,June 6-October 24,M,Y,Y,N,Y,43.01343,-76.15644
560,Clinton Bailey Sat Farmers' Market,Bailey Ave and Clinton St,Buffalo,14206.0,Sharon Baldi,NY,7162080003,http://www.clintonbaileymarket.com,"Saturday  4am-6pm, Nov-Apr  6am-12pm",Year-round,YR,Y,Y,N,Y,42.87205,-78.81998
561,Veggie Mobile-Schenectady DSS,797 Broadway,Schenectady,12305.0,Audrey Bridge,NY,5182748685,http://www.capitalroots.org,Mon  3pm-3:45pm,Year-round,YR,Y,Y,Y,Y,42.80375,-73.95193
562,My Other Garden Farm Stand,2192 Cook Road,Ballston Lake,12019.0,Maria Matthews,NY,5188825416,https://www.facebook.com/My-Other-Garden-115864378623340/,"Daily 10am-6pm, closed Tuesday",June-November,M,Y,N,N,Y,42.97542,-73.99127
563,Crossroads Farm Farm Stand,480 Hempstead Ave,Malverne,11565.0,Nella Stranieri,NY,5168817900,http://www.xroadsfarmliny.com,"Fri 3pm-6pm;, Sat 9am-12pm;, Sun 10am-12pm",June 15-October 30,M,Y,N,N,Y,40.680659999999996,-73.66376
564,North Tonawanda City Sat Farmers' Market,310 Robinson Road,North Tonawanda,14120.0,Matt Parrish,NY,7166958555,http://www.northtonawanda.org/Departments/City%20Market.htm,Saturday  7am-1pm,Year-round,YR,Y,N,N,Y,43.033770000000004,-78.87021
565,Arnolds Farm Fresh Produce Farm Stand,1319 Sacandaga Rd,West Charlton,12010.0,Jason Arnold,NY,5182699562,http://www.arnoldsproduce.com,Daily 10am-6pm,June 1-November 23,M,Y,N,N,Y,42.96962,-74.02911
566,82nd Street Saint Stephen's Greenmarket,408 East 82nd Street,New York,10128.0,Siobahn Keys,NY,2127887476,http://www.grownyc.org/greenmarket/manhattan/82nd-street,Saturday  9am-2:30pm,Year-round,YR,Y,Y,N,Y,40.77394,-73.9506
567,Bushwick Hope Ball Field Farmers' Market,Knickerbocker Ave,Bushwick,10301.0,Novelette Scott,NY,7188210254,http://www.riseboro.org,Wednesday 9am-3pm,May 20-November 24,P/M,Y,N,N,Y,40.70117,-73.92251999999999
568,Sullivan Fresh Monticello Farmers' Market,512 Broadway,Monticello,12701.0,Michelle Proscia,NY,8452926180,http://www.sullivancce.org,Monday 11am-2pm,July 6-September 28,M,Y,Y,N,Y,41.65611,-74.69106
569,Heart of the Hudson Valley Farmers' Market,1801-1805 Rt 9W,Milton,12547.0,Sheila Mannese,NY,8456167824,http://www.hhvfarmersmarket.com,Saturday  10am-2pm,June 20-October 3,M,Y,N,N,Y,41.65312,-73.96193000000001
570,Clinton Farmers' Market,21 West Park Row,Clinton,13323.0,Jackie Walters,NY,3158531735,http://www.clintonnychamber.org,Thursday  10am-4pm,June 4-October 1,M,Y,Y,N,Y,43.04932,-75.37881
571,Brighton Farmers' Market,1150 Winton Rd South,Rochester,14618.0,Sue Gardner-Smith,NY,5852698918,http://www.brightonfarmersmarket.org,Sunday  9am-1pm,May 10-November 22,P/M,Y,Y,Y,Y,43.122040000000005,-77.56808000000001
572,MAP Mobile Market-Salvation Army,960 Main Street,Buffalo,14202.0,Danielle Rovillo,NY,7168825327,http://www.mass-ave.org,Tuesday 11am-1pm,Aug 1-October 27,M,Y,Y,N,Y,42.900079999999996,-78.87024
573,Franklin Farmers' Market,25 Institute St.,Franklin,13775.0,Brian Brock,NY,5187060612,http://www.facebook.com/Franklin-NY-Farmers-Market-123602750996783/,Sunday  10am-2pm,May 24-October 11,P/M,Y,N,N,Y,42.339009999999995,-75.1672
574,Genesee Country Thursday Farmers' Market,Bank St and Alva Place,Batavia,14020.0,Sharon Brent,NY,7165600853,,Thursday 9am-4pm,June 11-October 27,M,Y,Y,N,Y,42.99905,-78.18151
575,Oneida County Public Market,321 Main Street,Utica,13501.0,Elizabeth Irons,NY,3157983639,http://www.oneidacountymarket.com,Saturday  9am-1pm,May 16-December 26,P/M,Y,Y,Y,Y,43.10393,-75.2239
576,Roslyn Farmers' Market,500 Searingtown Rd,Roslyn Heights,11577.0,Ethel Terry,NY,6313233653,http://www.longislandgrowersmarket.com,Wednesday  7am-1pm,June 3-November 25,M,Y,N,N,Y,40.78188,-73.66277
577,EastSide Farmers' Market,760 East Water St,Elmira,14901.0,Danielle Howie,NY,6077344453,http://www.facebook.com/EastSideMarketElmiraNY/,Friday  3pm-6pm,June 19-October 9,M,Y,Y,N,Y,42.08905,-76.7922
578,Westside Farmers' Market,831 Genesee St,Rochester,14611.0,Jackie Farrell,NY,5854368999,http://www.westsidemarketrochester.com,Tuesday  4pm-7pm,June 9-October 13,M,Y,Y,N,Y,43.134058,-77.636523
579,Project EATS H&H Farmacy Farm Stand,2094 Pitkin Avenue,Brooklyn,11207.0,Shevan Durant,NY,2126121528,http://www.projecteats.org,Wed  10am-3pm,August 8-November 18,M,Y,Y,N,Y,40.67194,-73.89534
580,Harvest Home Coney Island Farm Stand,Ocean Pkwy and Avenue Z,Brooklyn,11235.0,Maritza Owens,NY,2128283361,http://www.harvesthomefm.org,Fri  8am-4pm,June 17 - November 25,M,Y,Y,N,Y,40.586690000000004,-73.96578000000001
581,Martin's Farm Stand,11 Needham Rd.,Potsdam,13676.0,Daniel Martin,NY,3152651246,http://www.martinsfarmstand.com,Mon-Sat  10am-6pm,May 6-November 25,P/M,Y,Y,N,Y,44.67107,-74.90401
582,Kirby's Farm Market,9739 Ridge Rd,Brockport,14420.0,Linda Kirby,NY,5856372600,,"Mon-Sat 9am-7pm  , Sunday  10am-5pm",May 1-December 24,P/M/X,Y,N,N,Y,43.251940000000005,-77.98451
583,Sleepy Hills Orchard Farm Stand,1328 Route 284,Johnson,10933.0,Amy King,NY,8457263797,http://www.sleepyhillsorchard.com,Daily 9am-6pm,July 8-November 25,M,Y,N,N,Y,41.35818,-74.50442
